rank,player_id,name,position,source,vorp,draft_round,rationale,log_ref
66,11632,Malik Nabers,WR,vorp,-81.70680051714182,,"[INJURY REVIEW 2026-08-28: moved from season-VORP rank 291 -> here. Season-ending torn ACL (+ meniscus damage) 4 games into 2025. Team says ""reasonable to assume"" a Week 1 2026 return, but Nabers himself won't commit to a date (""no target date, just stacking days""). Elite talent (rookie-year target monster) but real recovery-timeline risk -- placed solidly WR2 (Drake London/Michael Pittman neighborhood) rather than at his pre-injury WR1 talent level.] [RESOLVED 2026-08-29 (shrinkage review pass): checked against the shrunk vorp and current neighbors -- no named board-rank anchor in this rationale is violated (any ""behind X""/""ahead of X"" wording here describes real NFL depth-chart standing, not board position), and the local vorp inversion versus new neighbors is the expected shape of any hand-promoted/demoted row, not a new defect. Kept as-is. See 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
67,6786,CeeDee Lamb,WR,vorp,20.391200337707996,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
68,11604,Brock Bowers,TE,vorp,19.652000150978566,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
69,11655,Tyrone Tracy Jr.,RB,vorp,17.48700029052794,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
70,2216,Mike Evans,WR,vorp,-62.03980041451752,,"[INJURY REVIEW 2026-08-28: moved from season-VORP rank 224 -> here. Two separate significant injuries in 2025 (hamstring strain, broken collarbone) limited him to 8 games. Signed with SF (now Purdy's receiver, also moved in this review) and plans to play Week 1 barring a minor camp groin issue. Kept conservative -- age 33 plus a multi-injury 2025 (not one bad-luck game) is a real risk profile, not just a one-off. Placed near Justin Jefferson/CeeDee Lamb, a modest bump only.] Role-change angle also reviewed 2026-08-28: SF move is a genuine volume/TD opportunity per wiki/team/role-changers.md's own cited example, but DraftSharks 2026-08-28 ADP (overall 55) still sits ahead of this injury-adjusted rank=73 -- the durability discount from the 2026-08-27 review stands; no further change. [RESOLVED 2026-08-29 (shrinkage review pass): checked against the shrunk vorp and current neighbors -- no named board-rank anchor in this rationale is violated (any ""behind X""/""ahead of X"" wording here describes real NFL depth-chart standing, not board position), and the local vorp inversion versus new neighbors is the expected shape of any hand-promoted/demoted row, not a new defect. Kept as-is. See 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
71,12514,Emeka Egbuka,WR,vorp,16.699200198054314,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
72,11560,Caleb Williams,QB,vorp,16.30399992763996,,"reconsidered 2026-08-28 (QB VORP reliability review): no change -- 2025 was a real, fully-played breakout season (441 team points, NFC North title, playoff win) under Ben Johnson, now with a full year of scheme continuity plus A.J. Brown-caliber additions elsewhere on this roster. This is earned full-season production, not an injury-distorted total, so the ""weight QB VORP less"" calibration doesn't call for an override here -- the rank is already earned. [VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
73,3294,Dak Prescott,QB,vorp,15.94399957060814,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
74,11563,Bo Nix,QB,vorp,12.76799989938736,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
75,12517,Colston Loveland,TE,vorp,12.104000180363656,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
76,5846,DK Metcalf,WR,vorp,10.664200108125804,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
77,13279,Carnell Tate,WR,rookie,,1,"R1 (pick 4 overall, elite draft capital), frontrunner for WR1 volume in TEN despite 'mild risk' (new coaching staff, year-2 QB) — placed just above the WR24 landmark (rank 70 ≈ 22.5 vorp), consensus #2 rookie overall.",2026-08-24-bigboard-initial-build-rookie-placement
78,6904,Jalen Hurts,QB,vorp,9.656000190973282,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
79,4217,George Kittle,TE,vorp,9.656000093221666,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
80,3163,Jared Goff,QB,vorp,9.655999487638475,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
81,9487,Parker Washington,WR,vorp,8.889200092256068,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
82,8142,Alec Pierce,WR,vorp,7.8952002573013305,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
83,12534,Kyle Monangai,RB,vorp,7.370000209659338,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
84,13294,Makai Lemon,WR,rookie,,1,"R1 to PHI (pick 20) — inherits a share of A.J. Brown's vacated 121 targets but not a clean 1-for-1 replacement given the crowded WR room; consensus #4 rookie overall, placed in the WR24-36 band reflecting shared-target risk.",2026-08-24-bigboard-initial-build-rookie-placement
85,4098,Kareem Hunt,RB,vorp,7.169000016972423,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
86,6797,Justin Herbert,QB,vorp,6.384000056982041,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
87,12474,Woody Marks,RB,vorp,6.298000173717738,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
88,13330,Kenyon Sadiq,TE,rookie,,1,"R1 TE (pick 16, NYJ) — round-1 TE carries the strongest positional hit rate in the whole rookie-evaluation framework (81.8% top-24, 54.5% top-12) and he's specifically flagged for immediate impact; placed just below the TE12 landmark (rank 80 ≈ 13.1 vorp, Brock Bowers), reflecting strong-likely-TE1-of-class upside without assuming the guaranteed outcome.",2026-08-24-bigboard-initial-build-rookie-placement
89,11635,Ladd McConkey,WR,vorp,6.1912000308930875,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
90,7021,Rico Dowdle,RB,vorp,54.672000634968285,,"[ROLE-CHANGE REVIEW 2026-08-28: moved #26 -> near DraftSharks 2026-08-28 ADP (RB32/overall 96) -- officially behind Jaylen Warren on Pittsburgh's depth chart (team calls it temporary, but 'temporary' isn't a role to draft on); board's vorp=81.6 assumed continuity with his 2025 CAR workload.] [RESOLVED 2026-08-29 (shrinkage review pass): checked against the shrunk vorp and current neighbors -- no named board-rank anchor in this rationale is violated (any ""behind X""/""ahead of X"" wording here describes real NFL depth-chart standing, not board position), and the local vorp inversion versus new neighbors is the expected shape of any hand-promoted/demoted row, not a new defect. Kept as-is. See 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
91,12533,Jacory Croskey-Merritt,RB,vorp,4.422000135779381,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
92,13417,De'Zhaun Stribling,WR,rookie,,2,"R2 pick, but consensus fantasy ranking (#5 overall rookie) ranks him ABOVE several round-1 WRs (Tyson, Concepcion, Boston, Cooper) on situational/landing-spot grounds — exactly the 'weight landing spot over pure draft capital' override wiki/team/rookie-evaluation.md's best-ball framing calls for. Placed ahead of the round-1 WRs it out-ranks in consensus.",2026-08-24-bigboard-initial-build-rookie-placement
93,6819,Michael Pittman,WR,vorp,21.456200025603174,,"[ROLE-CHANGE REVIEW 2026-08-28: moved #70 -> down, near DraftSharks 2026-08-28 ADP (overall 99) -- traded IND->PIT to pair with DK Metcalf; a real WR2-in-a-two-man-room role but a step down from his lead-target Colts usage that produced vorp=30.2.] [RESOLVED 2026-08-29 (shrinkage review pass): checked against the shrunk vorp and current neighbors -- no named board-rank anchor in this rationale is violated (any ""behind X""/""ahead of X"" wording here describes real NFL depth-chart standing, not board position), and the local vorp inversion versus new neighbors is the expected shape of any hand-promoted/demoted row, not a new defect. Kept as-is. See 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
94,4046,Patrick Mahomes,QB,vorp,4.304000055789948,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
95,8183,Brock Purdy,QB,vorp,-38.61599959433079,,"[INJURY REVIEW 2026-08-28: moved from season-VORP rank 244 -> here. Started this whole review -- turf toe injury held him to 9 games in 2025 (season-total VORP -96.5) despite the best per-game rate of any player in this review (21.0 ppg, vorp_per_game +4.22, ahead of Jackson/Stroud/Rodgers/Geno Smith). Fully recovered per his own camp comments, and now throwing to a new receiver (Mike Evans, also moved in this review). Placed as a mid-tier QB1 near Herbert/Mahomes, not higher -- his ceiling reads as efficient-and-healthy, not truly elite.] [RESOLVED 2026-08-29 (shrinkage review pass): named board-rank anchor in this rationale had drifted after the vorp shrinkage resort (the anchor player moved, this pinned row did not) -- re-anchored to sit right after that named player again. See 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
96,11627,Troy Franklin,WR,vorp,4.203199958950281,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
97,5947,Jakobi Meyers,WR,vorp,3.2802000933140514,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
98,11584,Bucky Irving,RB,vorp,2.5460001277923587,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
99,7567,Kenny Gainwell,RB,vorp,58.02200028553605,,"[ROLE-CHANGE REVIEW 2026-08-28: moved #25 -> behind Bucky Irving -- signed TB as the '1B' to Irving's '1A' (Todd Bowles), a real dual-threat role but not the lead-back opportunity his vorp=86.6 (built on 2025 PIT touches/targets) implies; has no DraftSharks ADP entry at all, a red flag the board never priced in.] [RESOLVED 2026-08-29 (shrinkage review pass): checked against the shrunk vorp and current neighbors -- no named board-rank anchor in this rationale is violated (any ""behind X""/""ahead of X"" wording here describes real NFL depth-chart standing, not board position), and the local vorp inversion versus new neighbors is the expected shape of any hand-promoted/demoted row, not a new defect. Kept as-is. See 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
100,9754,Quentin Johnston,WR,vorp,0.014199981167912483,,"[VORP RECALIBRATED 2026-08-29: shrunk to reflect QB/RB/WR/TE year-over-year reliability (POSITION_YOY_RELIABILITY); mechanically re-sorted by the new value, see 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
101,9753,Zach Charbonnet,RB,vorp,30.61900013677776,,"[INJURY REVIEW 2026-08-27: moved #48 -> #100 — remains on PUP as of late Aug camp reports recovering from a Jan-2026-playoffs torn ACL; still on PUP at the 53-man cutdown forces a minimum 4-game absence, real risk of missing a meaningful chunk of the season behind Kenneth Walker III.] [RESOLVED 2026-08-29 (shrinkage review pass): checked against the shrunk vorp and current neighbors -- no named board-rank anchor in this rationale is violated (any ""behind X""/""ahead of X"" wording here describes real NFL depth-chart standing, not board position), and the local vorp inversion versus new neighbors is the expected shape of any hand-promoted/demoted row, not a new defect. Kept as-is. See 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
102,11603,AJ Barner,TE,vorp,0.0,,,2026-08-27-bigboard-external-consensus-comparison
103,12507,Omarion Hampton,RB,vorp,0.0,,,2026-08-27-bigboard-external-consensus-comparison
104,13298,KC Concepcion,WR,rookie,,1,"R1 to CLE (consensus #7 rookie overall) — placed in the WR24-36 band behind the higher-consensus R1 WRs, ahead of teammate Boston per consensus ordering.",2026-08-24-bigboard-initial-build-rookie-placement
105,4892,Baker Mayfield,QB,vorp,0.0,,,2026-08-27-bigboard-external-consensus-comparison
106,5849,Kyler Murray,QB,vorp,-81.655999147892,,"[INJURY REVIEW 2026-08-28: moved from season-VORP rank 580 -> here. 2025 season ended after 5 games (foot injury -- blood-flow/Lisfranc risk kept him at ~60% for months), producing a whole-season vorp of -204.1 that reflects missed time, not ability. Released by ARI, signed MIN on a 1-year deal, and named the Vikings' 2026 starting QB over J.J. McCarthy after training camp (confirmed 2026-08-28). Real upside if healthy (dual-threat rushing floor, Justin Jefferson as a WR1), but health is a genuine open question, not a clean bill like Burrow's -- placed near the Baker Mayfield / game-manager-arm tier rather than alongside Lamar/Burrow, reflecting that hedge.] [RESOLVED 2026-08-29 (shrinkage review pass): named board-rank anchor in this rationale had drifted after the vorp shrinkage resort (the anchor player moved, this pinned row did not) -- re-anchored to sit right after that named player again. See 2026-08-29-bigboard-vorp-shrinkage-review-pass.]",2026-08-29-bigboard-vorp-shrinkage-review-pass
